Order Date,Customer ID,Category,Sub-Category,Product ID,Sales,Quantity,Profit,Year,Month
2016-06-12,SC-20770,Office Supplies,Appliances,OFF-AP-10002118,208.16,1,56.2032,2016,2016-06
2016-06-12,SC-20770,Office Supplies,Binders,OFF-BI-10002309,16.74,3,8.0352,2016,2016-06
2014-10-12,DN-13690,Office Supplies,Art,OFF-AR-10002053,14.9,5,4.172,2014,2014-10
2014-10-12,DN-13690,Office Supplies,Storage,OFF-ST-10002370,21.39,1,6.2031,2014,2014-10
2015-09-03,JC-16105,Office Supplies,Envelopes,OFF-EN-10000927,200.984,7,62.8075,2015,2015-09
2017-11-13,CS-12400,Office Supplies,Storage,OFF-ST-10003656,230.376,3,-48.9549,2017,2017-11
2017-05-28,PO-18865,Furniture,Chairs,FUR-CH-10000863,301.96,2,33.2156,2017,2017-05
2017-10-26,PG-18895,Technology,Accessories,TEC-AC-10001998,19.99,1,6.7966,2017,2017-10
2017-10-26,PG-18895,Office Supplies,Labels,OFF-LA-10000134,6.16,2,2.9568,2017,2017-10
2016-04-05,GM-14455,Office Supplies,Storage,OFF-ST-10003442,158.368,7,13.8572,2016,2016-04
2016-09-17,JS-15685,Office Supplies,Art,OFF-AR-10004930,20.1,3,6.633,2016,2016-09
2016-09-17,JS-15685,Technology,Phones,TEC-PH-10004093,73.584,2,8.2782,2016,2016-09
2016-09-17,JS-15685,Office Supplies,Paper,OFF-PA-10000304,6.48,1,3.1104,2016,2016-09
2015-01-31,KB-16315,Office Supplies,Paper,OFF-PA-10003177,12.96,2,6.2208,2015,2015-01
2015-01-31,KB-16315,Furniture,Furnishings,FUR-FU-10003799,53.34,3,16.5354,2015,2015-01
2015-01-31,KB-16315,Office Supplies,Binders,OFF-BI-10002852,32.96,2,16.1504,2015,2015-01
2017-11-06,RB-19705,Office Supplies,Binders,OFF-BI-10004738,5.682,1,-3.788,2017,2017-11
2017-11-09,PN-18775,Furniture,Furnishings,FUR-FU-10000629,96.53,7,40.5426,2017,2017-11
2017-06-17,KD-16345,Office Supplies,Binders,OFF-BI-10001721,51.312,3,17.9592,2017,2017-06
2016-09-06,ER-13855,Office Supplies,Appliances,OFF-AP-10000358,77.88,6,22.5852,2016,2016-09
2016-08-29,RB-19465,Office Supplies,Paper,OFF-PA-10003256,64.624,7,22.6184,2016,2016-08
2016-08-29,RB-19465,Technology,Accessories,TEC-AC-10001767,95.976,3,-10.7973,2016,2016-08
2016-08-29,RB-19465,Office Supplies,Binders,OFF-BI-10002609,1.788,3,-3.0396,2016,2016-08
2016-12-01,GZ-14470,Office Supplies,Paper,OFF-PA-10004040,23.92,4,11.7208,2016,2016-12
2015-11-13,LC-16870,Technology,Accessories,TEC-AC-10001552,238.896,6,-26.8758,2015,2015-11
2015-11-13,LC-16870,Furniture,Furnishings,FUR-FU-10004006,102.36,3,-3.8385,2015,2015-11
2015-11-13,LC-16870,Office Supplies,Binders,OFF-BI-10002794,36.882,3,-25.8174,2015,2015-11
2017-11-23,JM-15250,Technology,Accessories,TEC-AC-10003499,74.112,8,17.6016,2017,2017-11
2017-11-23,JM-15250,Technology,Phones,TEC-PH-10002844,27.992,1,2.0994,2017,2017-11
2017-11-23,JM-15250,Office Supplies,Art,OFF-AR-10000390,3.304,1,1.0738,2017,2017-11
2015-10-15,PA-19060,Technology,Accessories,TEC-AC-10000844,339.96,5,67.992,2015,2015-10
2017-12-25,CV-12805,Furniture,Furnishings,FUR-FU-10001934,41.96,2,10.9096,2017,2017-12
2016-11-03,CL-12565,Office Supplies,Art,OFF-AR-10000380,75.96,2,22.788,2016,2016-11
2016-11-03,CL-12565,Office Supplies,Binders,OFF-BI-10003981,27.24,6,13.3476,2016,2016-11
2014-08-25,RC-19960,Office Supplies,Fasteners,OFF-FA-10000621,40.096,14,14.5348,2014,2014-08
2014-08-25,RC-19960,Office Supplies,Envelopes,OFF-EN-10002600,4.72,2,1.652,2014,2014-08
2014-08-25,RC-19960,Office Supplies,Paper,OFF-PA-10004965,23.976,3,7.4925,2014,2014-08
2014-08-25,RC-19960,Office Supplies,Envelopes,OFF-EN-10002504,130.464,6,44.0316,2014,2014-08
2015-03-02,DK-13090,Furniture,Tables,FUR-TA-10001768,787.53,3,165.3813,2015,2015-03
2015-04-05,GG-14650,Office Supplies,Binders,OFF-BI-10003650,157.794,1,-115.7156,2015,2015-04
2016-06-12,SC-20725,Furniture,Furnishings,FUR-FU-10002157,47.04,3,18.3456,2016,2016-06
2016-06-12,SC-20725,Office Supplies,Binders,OFF-BI-10003910,30.84,4,13.878,2016,2016-06
2016-06-12,SC-20725,Office Supplies,Storage,OFF-ST-10000777,226.56,6,63.4368,2016,2016-06
2016-06-12,SC-20725,Office Supplies,Envelopes,OFF-EN-10002500,115.02,9,51.759,2016,2016-06
2016-06-12,SC-20725,Technology,Phones,TEC-PH-10003875,68.04,7,19.7316,2016,2016-06
2014-12-26,AD-10180,Furniture,Chairs,FUR-CH-10004063,600.558,3,-8.5794,2014,2014-12
2014-09-20,PF-19165,Furniture,Tables,FUR-TA-10004534,617.7,6,-407.682,2014,2014-09
2017-11-05,TS-21610,Office Supplies,Binders,OFF-BI-10003274,2.388,2,-1.8308,2017,2017-11
2017-11-05,TS-21610,Office Supplies,Storage,OFF-ST-10002974,243.992,7,30.499,2017,2017-11
2016-11-06,LS-16975,Furniture,Chairs,FUR-CH-10001146,81.424,2,-9.1602,2016,2016-11
2016-11-06,LS-16975,Furniture,Furnishings,FUR-FU-10003773,238.56,3,26.2416,2016,2016-11
2017-02-02,DW-13585,Technology,Phones,TEC-PH-10002293,59.97,5,-11.994,2017,2017-02
2017-02-02,DW-13585,Office Supplies,Paper,OFF-PA-10002377,78.304,2,29.364,2017,2017-02
2017-02-02,DW-13585,Office Supplies,Fasteners,OFF-FA-10002780,21.456,9,6.9732,2017,2017-02
2016-10-13,LC-16885,Office Supplies,Paper,OFF-PA-10001804,20.04,3,9.6192,2016,2016-10
2016-10-13,LC-16885,Office Supplies,Paper,OFF-PA-10001736,35.44,1,16.6568,2016,2016-10
2016-10-13,LC-16885,Office Supplies,Art,OFF-AR-10001149,11.52,4,3.456,2016,2016-10
2016-10-13,LC-16885,Office Supplies,Fasteners,OFF-FA-10002988,4.02,2,1.9698,2016,2016-10
2016-10-13,LC-16885,Office Supplies,Binders,OFF-BI-10004781,76.176,3,26.6616,2016,2016-10
2016-10-13,LC-16885,Office Supplies,Supplies,OFF-SU-10001218,65.88,6,18.4464,2016,2016-10
2016-10-13,LC-16885,Furniture,Furnishings,FUR-FU-10001706,43.12,14,20.6976,2016,2016-10
2016-09-05,JD-15895,Furniture,Furnishings,FUR-FU-10004848,82.8,2,10.35,2016,2016-09
2017-09-18,SH-19975,Office Supplies,Art,OFF-AR-10000940,8.82,3,2.3814,2017,2017-09
2017-09-18,SH-19975,Office Supplies,Envelopes,OFF-EN-10004030,10.86,3,5.1042,2017,2017-09
2017-09-18,SH-19975,Office Supplies,Paper,OFF-PA-10004327,143.7,3,68.976,2017,2017-09
2017-12-22,SG-20080,Office Supplies,Appliances,OFF-AP-10001058,839.43,3,218.2518,2017,2017-12
2015-09-07,HA-14920,Office Supplies,Storage,OFF-ST-10003656,671.93,7,20.1579,2015,2015-09
2014-10-22,MG-17680,Furniture,Furnishings,FUR-FU-10000521,93.888,4,12.9096,2014,2014-10
2016-12-05,JE-16165,Technology,Phones,TEC-PH-10000215,384.45,11,103.8015,2016,2016-12
2016-12-05,JE-16165,Technology,Phones,TEC-PH-10001448,149.97,3,5.9988,2016,2016-12
2016-12-05,JE-16165,Furniture,Chairs,FUR-CH-10000454,1951.84,8,585.552,2016,2016-12
2016-12-05,JE-16165,Office Supplies,Binders,OFF-BI-10002735,171.55,5,80.6285,2016,2016-12
2016-03-13,TW-21025,Office Supplies,Appliances,OFF-AP-10000326,157.92,5,17.766,2016,2016-03
2016-03-13,TW-21025,Technology,Phones,TEC-PH-10001254,203.184,2,15.2388,2016,2016-03
2015-05-31,SP-20650,Office Supplies,Paper,OFF-PA-10001950,58.38,7,26.271,2015,2015-05
2015-05-31,SP-20650,Office Supplies,Paper,OFF-PA-10002254,105.52,4,48.5392,2015,2015-05
2015-05-31,SP-20650,Office Supplies,Storage,OFF-ST-10001590,80.88,6,21.0288,2015,2015-05
2015-05-28,NK-18490,Office Supplies,Art,OFF-AR-10001547,6.63,3,1.7901,2015,2015-05
2014-03-01,DB-13060,Furniture,Chairs,FUR-CH-10004063,457.568,2,51.4764,2014,2014-03
2016-11-20,NP-18670,Office Supplies,Labels,OFF-LA-10002475,14.62,2,6.8714,2016,2016-11
2016-11-20,NP-18670,Technology,Phones,TEC-PH-10004536,944.93,7,236.2325,2016,2016-11
2016-05-11,TT-21070,Office Supplies,Paper,OFF-PA-10002751,5.98,1,2.691,2016,2016-05
2015-12-28,EM-13960,Technology,Accessories,TEC-AC-10003657,54.384,2,1.3596,2015,2015-12
2016-11-16,RD-19900,Office Supplies,Envelopes,OFF-EN-10001990,28.4,5,13.348,2016,2016-11
2016-11-07,MJ-17740,Office Supplies,Binders,OFF-BI-10004002,27.68,2,9.688,2016,2016-11
2014-09-08,BM-11140,Office Supplies,Art,OFF-AR-10004441,9.936,3,2.7324,2014,2014-09
2014-09-08,BM-11140,Technology,Machines,TEC-MA-10000822,8159.952,8,-1359.992,2014,2014-09
2014-09-08,BM-11140,Office Supplies,Storage,OFF-ST-10000991,275.928,3,-58.6347,2014,2014-09
2014-09-08,BM-11140,Furniture,Chairs,FUR-CH-10004287,1740.06,9,-24.858,2014,2014-09
2014-09-08,BM-11140,Office Supplies,Art,OFF-AR-10002656,32.064,6,6.8136,2014,2014-09
2014-09-08,BM-11140,Office Supplies,Appliances,OFF-AP-10002518,177.98,5,-453.849,2014,2014-09
2014-09-08,BM-11140,Technology,Phones,TEC-PH-10003931,143.976,3,8.9985,2014,2014-09
2014-08-05,CS-12130,Office Supplies,Paper,OFF-PA-10000659,20.94,3,9.8418,2014,2014-08
2014-08-05,CS-12130,Office Supplies,Paper,OFF-PA-10001144,110.96,2,53.2608,2014,2014-08
2014-08-05,CS-12130,Furniture,Chairs,FUR-CH-10003817,340.144,7,21.259,2014,2014-08
2014-09-14,JB-15400,Office Supplies,Appliances,OFF-AP-10000891,52.448,2,-131.12,2014,2014-09
2014-09-14,JB-15400,Office Supplies,Labels,OFF-LA-10003148,20.16,4,6.552,2014,2014-09
2017-04-21,SJ-20500,Office Supplies,Appliances,OFF-AP-10002684,97.264,4,-243.16,2017,2017-04
2015-11-21,JE-15745,Furniture,Chairs,FUR-CH-10004698,396.802,7,-11.3372,2015,2015-11
2015-11-21,JE-15745,Office Supplies,Supplies,OFF-SU-10002189,15.88,5,-3.7715,2015,2015-11
2015-12-15,JK-15640,Office Supplies,Art,OFF-AR-10001940,3.28,1,1.4104,2015,2015-12
2014-12-05,DK-13150,Office Supplies,Storage,OFF-ST-10003455,24.816,2,1.8612,2014,2014-12
2014-12-05,DK-13150,Technology,Accessories,TEC-AC-10004659,408.744,7,76.6395,2014,2014-12
2014-11-19,RM-19675,Technology,Phones,TEC-PH-10003273,503.96,4,131.0296,2014,2014-11
2014-11-19,RM-19675,Technology,Phones,TEC-PH-10004896,149.95,5,41.986,2014,2014-11
2014-11-19,RM-19675,Technology,Accessories,TEC-AC-10002345,29.0,2,7.25,2014,2014-11
2016-11-28,SK-19990,Office Supplies,Binders,OFF-BI-10001890,7.16,2,3.4368,2016,2016-11
2014-08-26,FM-14290,Technology,Accessories,TEC-AC-10002323,176.8,8,22.984,2014,2014-08
2016-07-16,AM-10360,Office Supplies,Storage,OFF-ST-10001328,37.224,3,3.7224,2016,2016-07
2016-07-16,AM-10360,Office Supplies,Paper,OFF-PA-10001950,20.016,3,6.255,2016,2016-07
2015-10-12,MP-17470,Furniture,Bookcases,FUR-BO-10002613,899.136,4,112.392,2015,2015-10
2015-10-12,MP-17470,Technology,Phones,TEC-PH-10001552,71.76,6,20.0928,2015,2015-10
2015-10-12,MP-17470,Office Supplies,Paper,OFF-PA-10000061,51.84,8,24.8832,2015,2015-10
2015-10-12,MP-17470,Furniture,Bookcases,FUR-BO-10002545,626.352,3,46.9764,2015,2015-10
2015-10-12,MP-17470,Office Supplies,Art,OFF-AR-10003514,19.9,5,6.567,2015,2015-10
2015-10-31,MZ-17515,Office Supplies,Envelopes,OFF-EN-10001509,14.28,7,6.7116,2015,2015-10
2014-03-21,CB-12025,Office Supplies,Art,OFF-AR-10004685,7.408,2,1.2038,2014,2014-03
2014-03-21,CB-12025,Office Supplies,Art,OFF-AR-10004027,6.048,3,1.5876,2014,2014-03
2017-11-06,VM-21685,Office Supplies,Storage,OFF-ST-10001414,46.26,3,12.0276,2017,2017-11
2017-07-06,FH-14365,Office Supplies,Binders,OFF-BI-10000343,2.946,2,-2.2586,2017,2017-07
2017-07-06,FH-14365,Office Supplies,Paper,OFF-PA-10002749,16.056,3,5.8203,2017,2017-07
2017-06-24,MB-17305,Office Supplies,Paper,OFF-PA-10002666,21.744,3,6.795,2017,2017-06
2014-08-03,BS-11755,Furniture,Tables,FUR-TA-10004289,218.75,2,-161.875,2014,2014-08
2014-08-03,BS-11755,Office Supplies,Appliances,OFF-AP-10003622,2.6,1,0.2925,2014,2014-08
2017-12-17,LC-17140,Office Supplies,Appliances,OFF-AP-10003217,66.284,2,-178.9668,2017,2017-12
2017-06-03,HK-14890,Furniture,Furnishings,FUR-FU-10002960,35.168,7,9.6712,2017,2017-06
2017-12-09,LE-16810,Technology,Phones,TEC-PH-10001918,444.768,4,44.4768,2017,2017-12
2017-12-01,JH-15985,Office Supplies,Storage,OFF-ST-10000642,83.92,4,5.8744,2017,2017-12
2017-12-01,JH-15985,Technology,Phones,TEC-PH-10001700,131.98,2,35.6346,2017,2017-12
2017-12-01,JH-15985,Office Supplies,Binders,OFF-BI-10003274,15.92,4,7.4824,2017,2017-12
2017-12-01,JH-15985,Office Supplies,Fasteners,OFF-FA-10000134,52.29,9,16.2099,2017,2017-12
2017-12-01,JH-15985,Office Supplies,Storage,OFF-ST-10001522,91.99,1,3.6796,2017,2017-12
2015-02-09,MS-17980,Technology,Accessories,TEC-AC-10001266,20.8,2,6.5,2015,2015-02
2015-01-02,VW-21775,Office Supplies,Labels,OFF-LA-10004544,23.68,2,8.88,2015,2015-01
2015-01-02,VW-21775,Furniture,Bookcases,FUR-BO-10004695,452.45,5,-244.323,2015,2015-01
2015-01-02,VW-21775,Technology,Phones,TEC-PH-10002844,62.982,3,-14.6958,2015,2015-01
2015-01-02,VW-21775,Technology,Machines,TEC-MA-10000864,1188.0,9,-950.4,2015,2015-01
2015-01-02,VW-21775,Technology,Accessories,TEC-AC-10000109,89.584,2,4.4792,2015,2015-01
2016-10-28,JH-15910,Office Supplies,Storage,OFF-ST-10001328,93.06,6,26.0568,2016,2016-10
2016-10-28,JH-15910,Technology,Phones,TEC-PH-10002563,302.376,3,22.6782,2016,2016-10
2015-12-24,JB-15925,Office Supplies,Fasteners,OFF-FA-10000585,5.584,2,1.8148,2015,2015-12
2015-12-24,JB-15925,Office Supplies,Paper,OFF-PA-10004000,22.704,6,8.2302,2015,2015-12
2015-12-24,JB-15925,Office Supplies,Binders,OFF-BI-10002852,19.776,4,-13.8432,2015,2015-12
2015-12-24,JB-15925,Furniture,Furnishings,FUR-FU-10000087,72.704,4,19.0848,2015,2015-12
2015-12-24,JB-15925,Technology,Machines,TEC-MA-10001148,479.988,4,-383.9904,2015,2015-12
2015-12-24,JB-15925,Office Supplies,Art,OFF-AR-10001958,27.168,2,2.7168,2015,2015-12
2015-08-09,DS-13180,Office Supplies,Art,OFF-AR-10001026,2.2,1,0.968,2015,2015-08
2015-08-09,DS-13180,Furniture,Tables,FUR-TA-10003748,622.45,5,136.939,2015,2015-08
2015-08-09,DS-13180,Office Supplies,Storage,OFF-ST-10002485,21.98,1,0.2198,2015,2015-08
2015-02-28,VD-21670,Furniture,Chairs,FUR-CH-10004860,161.568,2,-28.2744,2015,2015-02
2015-02-28,VD-21670,Furniture,Chairs,FUR-CH-10004477,389.696,8,43.8408,2015,2015-02
2014-09-13,EA-14035,Office Supplies,Binders,OFF-BI-10001679,18.648,7,-12.432,2014,2014-09
2017-04-07,CS-12400,Furniture,Tables,FUR-TA-10001705,233.86,2,-102.048,2017,2017-04
2017-04-07,CS-12400,Furniture,Tables,FUR-TA-10003473,620.6145,3,-248.2458,2017,2017-04
2017-04-07,CS-12400,Office Supplies,Binders,OFF-BI-10001679,5.328,2,-3.552,2017,2017-04
2017-04-07,CS-12400,Furniture,Furnishings,FUR-FU-10004017,258.072,3,0.0,2017,2017-04
2017-04-07,CS-12400,Technology,Accessories,TEC-AC-10003832,617.976,3,-7.7247,2017,2017-04
2017-11-12,DB-13120,Office Supplies,Paper,OFF-PA-10002479,10.56,2,4.752,2017,2017-11
2016-06-04,KL-16645,Office Supplies,Paper,OFF-PA-10003349,25.92,5,9.396,2016,2016-06
2016-06-04,KL-16645,Furniture,Furnishings,FUR-FU-10000576,419.68,5,-356.728,2016,2016-06
2016-06-04,KL-16645,Furniture,Furnishings,FUR-FU-10004351,11.688,3,-4.6752,2016,2016-06
2016-06-04,KL-16645,Technology,Phones,TEC-PH-10000011,31.984,2,11.1944,2016,2016-06
2016-06-04,KL-16645,Furniture,Tables,FUR-TA-10002607,177.225,5,-120.513,2016,2016-06
2016-06-04,KL-16645,Furniture,Furnishings,FUR-FU-10002505,4.044,3,-2.8308,2016,2016-06
2016-06-04,KL-16645,Office Supplies,Art,OFF-AR-10004685,7.408,2,1.2038,2016,2016-06
2014-06-01,DW-13480,Furniture,Chairs,FUR-CH-10004063,2001.86,7,580.5394,2014,2014-06
2014-06-01,DW-13480,Office Supplies,Storage,OFF-ST-10002276,166.72,2,41.68,2014,2014-06
2014-06-01,DW-13480,Office Supplies,Paper,OFF-PA-10004082,47.88,6,23.94,2014,2014-06
2014-06-01,DW-13480,Office Supplies,Appliances,OFF-AP-10002945,1503.25,5,496.0725,2014,2014-06
2014-06-01,DW-13480,Office Supplies,Paper,OFF-PA-10000061,25.92,4,12.4416,2014,2014-06
2016-12-10,LH-17155,Furniture,Chairs,FUR-CH-10002965,321.568,2,28.1372,2016,2016-12
2016-09-11,KC-16540,Office Supplies,Paper,OFF-PA-10004569,7.61,1,3.5767,2016,2016-09
2016-09-11,KC-16540,Technology,Accessories,TEC-AC-10003832,3347.37,13,636.0003,2016,2016-09
2016-12-10,DL-13315,Office Supplies,Storage,OFF-ST-10001228,80.58,6,22.5624,2016,2016-12
2016-12-10,DL-13315,Office Supplies,Envelopes,OFF-EN-10003296,361.92,4,162.864,2016,2016-12
2015-11-28,DR-12880,Furniture,Furnishings,FUR-FU-10002505,12.132,9,-8.4924,2015,2015-11
2015-11-28,DR-12880,Office Supplies,Storage,OFF-ST-10004804,82.368,2,-19.5624,2015,2015-11
2015-11-28,DR-12880,Office Supplies,Storage,OFF-ST-10001590,53.92,5,4.044,2015,2015-11
2015-11-28,DR-12880,Technology,Phones,TEC-PH-10001580,647.904,6,56.6916,2015,2015-11
2017-12-01,CC-12670,Technology,Accessories,TEC-AC-10000290,20.37,3,6.9258,2017,2017-12
2017-12-01,CC-12670,Office Supplies,Storage,OFF-ST-10002790,221.55,3,6.6465,2017,2017-12
