Product ID,Sub-Category,Category,Total_Quantity,Total_Sales,Total_Profit,Cumulative_Sales,Cumulative_Pct,ABC_Class
FUR-CH-10003973,Chairs,Furniture,31,9070.944,773.2608,549270.2070999999,0.23910412737189585,A
TEC-CO-10001046,Copiers,Technology,16,8959.872,2799.96,558230.0790999999,0.24300447067876274,A
TEC-CO-10002095,Copiers,Technology,21,8899.822,3124.9375,567129.9010999999,0.2468786734765267,A
TEC-PH-10001817,Phones,Technology,32,8878.4,515.52,576008.3010999999,0.2507435510122423,A
FUR-CH-10001854,Chairs,Furniture,28,8774.5,1305.6456,584782.8010999999,0.2545631995904925,A
FUR-CH-10004063,Chairs,Furniture,35,8665.194,1558.5910000000001,593447.9951,0.25833526591248945,A
FUR-CH-10004086,Chairs,Furniture,34,8430.997,1388.6348,601878.9920999999,0.26200538337836005,A
FUR-TA-10001095,Tables,Furniture,61,8209.059,-189.9761,610088.0510999999,0.26557888848271033,A
OFF-ST-10001490,Storage,Office Supplies,49,8138.232,2016.711,618226.2830999999,0.2691215617163157,A
TEC-PH-10001530,Phones,Technology,34,8111.136,275.3286,626337.4190999999,0.27265243972536396,A
OFF-BI-10003925,Binders,Office Supplies,27,8070.192,2518.0551,634407.6111,0.27616549430385917,A
TEC-MA-10004125,Machines,Technology,4,7999.98,-3839.9904,642407.5911,0.2796479847287301,A
OFF-BI-10004600,Binders,Office Supplies,28,7985.383,2318.337,650392.9741,0.2831241208986239,A
FUR-CH-10003379,Chairs,Furniture,33,7979.4400000000005,926.1850000000001,658372.4140999999,0.28659767000697567,A
TEC-MA-10000984,Machines,Technology,7,7834.4,881.37,666206.8141,0.29000808140608025,A
OFF-ST-10003208,Storage,Office Supplies,45,7730.196,1932.549,673937.0101,0.29337313151275246,A
TEC-MA-10003979,Machines,Technology,11,7699.89,3772.9461,681636.9001,0.2967249890420912,A
TEC-PH-10004165,Phones,Technology,34,7699.72,780.9716,689336.6201,0.30007677256832344,A
FUR-CH-10002331,Chairs,Furniture,24,7582.374,832.9932000000001,696918.9940999999,0.3033774739266756,A
FUR-BO-10002545,Bookcases,Furniture,35,7539.7122,780.3302,704458.7062999998,0.3066596040748487,A
OFF-ST-10001780,Storage,Office Supplies,13,7515.523999999999,1114.3708,711974.2302999998,0.3099312047998365,A
TEC-PH-10002200,Phones,Technology,30,7437.886,353.7884,719412.1162999999,0.31316900874138154,A
FUR-TA-10003954,Tables,Furniture,30,7404.5,-681.2139999999999,726816.6162999999,0.3163922793434277,A
TEC-AC-10004145,Accessories,Technology,31,7399.704,1432.4427,734216.3202999999,0.3196134621872447,A
FUR-TA-10000577,Tables,Furniture,29,7242.768,-532.7613,741459.0883,0.3227663288456065,A
TEC-PH-10000560,Phones,Technology,28,7139.796,83.99760000000003,748598.8842999999,0.32587437051640217,A
TEC-MA-10000045,Machines,Technology,6,6965.700000000001,3343.536,755564.5842999999,0.3289066260411064,A
FUR-TA-10002958,Tables,Furniture,36,6942.068,-856.0144,762506.6522999998,0.3319285942633773,A
FUR-CH-10002335,Chairs,Furniture,34,6936.102,1233.0848,769442.7542999998,0.3349479654119211,A
TEC-PH-10001795,Phones,Technology,16,6935.862,1056.3827,776378.6162999998,0.33796723208549106,A
OFF-AP-10002651,Appliances,Office Supplies,31,6832.908,460.35269999999986,783211.5242999998,0.34094168160711785,A
OFF-ST-10003470,Storage,Office Supplies,25,6819.312,181.66199999999998,790030.8362999998,0.34391021262147137,A
OFF-BI-10003650,Binders,Office Supplies,23,6785.142,494.4212000000001,796815.9782999998,0.34686386901141103,A
FUR-TA-10003569,Tables,Furniture,21,6776.562000000001,461.127,803592.5402999999,0.34981379042103256,A
FUR-CH-10004997,Chairs,Furniture,43,6748.482,281.96999999999997,810341.0222999998,0.3527514882587039,A
OFF-ST-10001496,Storage,Office Supplies,40,6594.954,1261.3300000000002,816935.9762999999,0.35562235345554993,A
FUR-CH-10000015,Chairs,Furniture,36,6584.64,814.416,823520.6162999999,0.3584887288403911,A
OFF-ST-10002615,Storage,Office Supplies,43,6574.544,1640.5348,830095.1602999999,0.3613507093113289,A
FUR-TA-10001950,Tables,Furniture,19,6518.754,-1201.0581,836613.9142999998,0.364188403703951,A
FUR-CH-10002320,Chairs,Furniture,22,6483.796,1540.704,843097.7102999998,0.3670108804459949,A
FUR-CH-10004495,Chairs,Furniture,26,6410.874,854.7832000000001,849508.5842999998,0.36980161333783385,A
TEC-CO-10004115,Copiers,Technology,17,6399.872,2064.9587,855908.4562999997,0.3725875569227427,A
TEC-PH-10000895,Phones,Technology,40,6227.654,899.95,862136.1102999997,0.37529853187823126,A
TEC-PH-10002584,Phones,Technology,13,6134.701999999999,438.193,868270.8122999998,0.37796904367631534,A
TEC-PH-10002624,Phones,Technology,15,6109.87,1104.4765,874380.6822999998,0.3806287457970964,A
FUR-CH-10000309,Chairs,Furniture,17,6084.144,697.1415,880464.8262999997,0.38327724907129657,A
FUR-CH-10000785,Chairs,Furniture,39,6008.536,785.4532,886473.3622999997,0.3858928392462085,A
TEC-CO-10002313,Copiers,Technology,11,5999.9,1973.9670999999998,892473.2622999997,0.3885046700633084,A
FUR-CH-10002965,Chairs,Furniture,39,5989.204,267.3034,898462.4662999997,0.3911118447790701,A
FUR-TA-10004575,Tables,Furniture,26,5965.09,-238.60360000000003,904427.5562999997,0.3937085223718257,A
OFF-AP-10000275,Appliances,Office Supplies,18,5906.52,1653.8256000000001,910334.0762999997,0.3962797037178176,A
FUR-CH-10003746,Chairs,Furniture,21,5906.032,1052.8144,916240.1082999997,0.3988506726313626,A
FUR-CH-10001394,Chairs,Furniture,21,5861.532999999999,701.98,922101.6412999998,0.4014022705788031,A
FUR-TA-10004915,Tables,Furniture,23,5801.816,-66.82720000000002,927903.4572999998,0.40392787297616695,A
TEC-MA-10004002,Machines,Technology,14,5787.355,509.712,933690.8122999998,0.40644718032103894,A
OFF-ST-10001526,Storage,Office Supplies,49,5751.774,1388.6082,939442.5862999997,0.40895099881571284,A
FUR-CH-10000595,Chairs,Furniture,27,5697.76,870.16,945140.3462999997,0.41143130434687825,A
TEC-CO-10001766,Copiers,Technology,15,5669.874,2092.4535,950810.2202999997,0.4138994707566973,A
FUR-TA-10004256,Tables,Furniture,17,5634.9,-964.194,956445.1202999997,0.41635241255093997,A
TEC-AC-10003870,Accessories,Technology,17,5609.83,2243.932,962054.9502999997,0.4187944410635304,A
OFF-ST-10000142,Storage,Office Supplies,14,5572.792,1380.7215999999999,967627.7422999997,0.4212203464757686,A
OFF-BI-10004632,Binders,Office Supplies,45,5535.593,-246.0675,973163.3352999997,0.4236300587023595,A
FUR-BO-10001811,Bookcases,Furniture,26,5492.885,15.049,978656.2202999997,0.42602117960733893,A
FUR-CH-10002880,Chairs,Furniture,54,5436.158,-474.7414,984092.3782999997,0.428387606546292,A
FUR-CH-10002073,Chairs,Furniture,22,5427.99,1292.1264,989520.3682999997,0.43075047785363213,A
TEC-PH-10004586,Phones,Technology,17,5327.26,1043.855,994847.6282999997,0.4330695001437876,A
FUR-CH-10000988,Chairs,Furniture,44,5294.456,833.5952,1000142.0842999998,0.4353742424462559,A
TEC-PH-10004977,Phones,Technology,32,5291.7300000000005,838.8371999999999,1005433.8142999997,0.4376777980871453,A
FUR-CH-10003312,Chairs,Furniture,24,5282.424,-989.0496,1010716.2382999997,0.4399773027109204,A
FUR-CH-10004675,Chairs,Furniture,27,5212.112,972.6368,1015928.3502999997,0.4422461996498321,A
TEC-MA-10001148,Machines,Technology,22,5204.241,-882.1188,1021132.5912999997,0.4445116702449112,A
FUR-BO-10002613,Bookcases,Furniture,27,5184.081,-126.44099999999996,1026316.6722999997,0.4467683649421798,A
TEC-AC-10001838,Accessories,Technology,26,5119.744000000001,2155.8922000000002,1031436.4162999997,0.4489970529461236,A
FUR-TA-10001932,Tables,Furniture,22,5098.176,-404.00640000000004,1036534.5922999997,0.4512163521324099,A
OFF-AP-10003849,Appliances,Office Supplies,16,5009.48,715.64,1041544.0722999997,0.4533970408508295,A
TEC-PH-10000984,Phones,Technology,27,4978.146000000001,1168.1004,1046522.2182999996,0.45556408949077726,A
FUR-TA-10001539,Tables,Furniture,30,4952.673,-450.243,1051474.8912999996,0.4577200494181791,A
TEC-PH-10001363,Phones,Technology,11,4901.914000000001,512.991,1056376.8052999997,0.4598539133239065,A
FUR-BO-10004695,Bookcases,Furniture,31,4886.46,566.4674,1061263.2652999996,0.46198104991193734,A
TEC-CO-10004202,Copiers,Technology,19,4859.838,1154.9615000000001,1066123.1032999996,0.4640965976134846,A
OFF-ST-10001932,Storage,Office Supplies,26,4829.25,509.9688,1070952.3532999996,0.466198829979604,A
OFF-ST-10002011,Storage,Office Supplies,12,4778.766,1106.6616,1075731.1192999997,0.4682790860349565,A
FUR-CH-10000513,Chairs,Furniture,42,4770.633,-197.5848,1080501.7522999996,0.47035580169462976,A
OFF-ST-10002743,Storage,Office Supplies,46,4704.696,-470.4696,1085206.4482999996,0.47240381416115196,A
FUR-CH-10000847,Chairs,Furniture,18,4626.582,750.7284000000001,1089833.0302999995,0.47441782263553317,A
FUR-CH-10002602,Chairs,Furniture,37,4619.987999999999,486.15560000000005,1094453.0182999994,0.4764289606600055,A
TEC-PH-10001494,Phones,Technology,17,4619.2300000000005,896.8505000000001,1099072.2482999994,0.4784397687176852,A
OFF-ST-10003306,Storage,Office Supplies,33,4600.092,1252.8822,1103672.3402999993,0.4804422457668185,A
FUR-TA-10002903,Tables,Furniture,24,4544.925,-192.18540000000002,1108217.2652999994,0.482420707937256,A
OFF-ST-10001809,Storage,Office Supplies,55,4509.466,-332.371,1112726.7312999994,0.48438373436560717,A
OFF-ST-10000689,Storage,Office Supplies,33,4479.03,388.746,1117205.7612999994,0.48633351162601407,A
OFF-AP-10001058,Appliances,Office Supplies,17,4476.96,956.9502,1121682.7212999994,0.4882823877897707,A
FUR-TA-10004154,Tables,Furniture,25,4446.175,-1147.4,1126128.8962999994,0.49021786286155844,A
TEC-PH-10003012,Phones,Technology,32,4434.912,936.2592,1130563.8082999995,0.492148435009882,A
FUR-CH-10003981,Chairs,Furniture,24,4420.056,41.1168,1134983.8642999995,0.49407254015731905,A
TEC-CO-10001571,Copiers,Technology,10,4399.92,1649.97,1139383.7842999995,0.49598787985444304,A
OFF-ST-10002756,Storage,Office Supplies,33,4384.044,-36.533699999999996,1143767.8282999995,0.4978963085320413,A
FUR-TA-10000617,Tables,Furniture,22,4334.8275,430.0695,1148102.6557999994,0.4997833126573287,A
FUR-TA-10003748,Tables,Furniture,40,4332.252,448.164,1152434.9077999995,0.5016691956355522,A
OFF-BI-10003091,Binders,Office Supplies,23,4322.814,1592.4978,1156757.7217999995,0.5035509701354257,A
FUR-TA-10003238,Tables,Furniture,11,4297.644,-611.5877999999999,1161055.3657999996,0.505421787822408,A
TEC-MA-10000864,Machines,Technology,16,4268.0,466.4,1165323.3657999996,0.5072797011088598,A
TEC-PH-10004094,Phones,Technology,32,4211.73,467.97,1169535.0957999995,0.5091131193670482,A
OFF-BI-10004390,Binders,Office Supplies,15,4209.799999999999,1052.45,1173744.8957999996,0.5109456974723211,A
TEC-CO-10000971,Copiers,Technology,16,4199.86,839.972,1177944.7557999997,0.5127739485724238,A
OFF-ST-10002574,Storage,Office Supplies,35,4199.456,-635.444,1182144.2117999997,0.5146020238063201,A
FUR-CH-10004983,Chairs,Furniture,31,4185.48,342.88739999999996,1186329.6917999997,0.5164240151142345,A
OFF-BI-10003656,Binders,Office Supplies,38,4181.754,693.5591999999999,1190511.4457999996,0.5182443844481786,A
TEC-PH-10002496,Phones,Technology,30,4180.532,904.742,1194691.9777999995,0.5200642218303803,A
FUR-CH-10003774,Chairs,Furniture,59,4166.884,-503.1194,1198858.8617999996,0.5218781180690644,A
TEC-CO-10001943,Copiers,Technology,25,4119.794,1469.9265,1202978.6557999996,0.5236715154472379,A
TEC-PH-10004539,Phones,Technology,24,4044.3860000000004,733.2812,1207023.0417999995,0.5254320867886015,A
OFF-ST-10000046,Storage,Office Supplies,27,4006.44,473.3415,1211029.4817999995,0.5271761397659614,A
TEC-PH-10000730,Phones,Technology,8,3999.92,1039.9792,1215029.4017999994,0.5289173545065294,A
TEC-AC-10002842,Accessories,Technology,35,3998.4,499.8,1219027.8017999993,0.5306579075722625,A
TEC-MA-10002927,Machines,Technology,2,3991.98,1995.99,1223019.7817999993,0.5323956659324429,A
FUR-CH-10001708,Chairs,Furniture,32,3989.734,425.75960000000003,1227009.5157999992,0.5341324465809923,A
TEC-PH-10001578,Phones,Technology,12,3968.5099999999998,518.336,1230978.0257999992,0.5358599881593469,A
FUR-TA-10001768,Tables,Furniture,22,3963.901,-598.5228,1234941.9267999993,0.5375855233828895,A
TEC-CO-10003236,Copiers,Technology,7,3959.9339999999997,1691.9718,1238901.8607999992,0.5393093317221753,A
FUR-CH-10000665,Chairs,Furniture,32,3955.676,573.7239999999999,1242857.5367999992,0.5410312865012987,A
OFF-ST-10003816,Storage,Office Supplies,26,3946.656,419.3322,1246804.1927999991,0.5427493147626519,A
FUR-FU-10000576,Furnishings,Furniture,23,3861.056,289.5791999999999,1250665.2487999992,0.544430080283302,A
OFF-AP-10003057,Appliances,Office Supplies,14,3855.1800000000003,1503.5202,1254520.4287999992,0.5461082879083402,A
TEC-PH-10002549,Phones,Technology,22,3839.62,162.6192,1258360.0487999993,0.5477797220725685,A
TEC-PH-10002834,Phones,Technology,23,3815.788,710.9605,1262175.8367999992,0.5494407818718852,A
FUR-TA-10004619,Tables,Furniture,29,3775.647,541.654,1265951.4837999993,0.5510843677964992,A
TEC-AC-10002637,Accessories,Technology,22,3743.7920000000004,21.598799999999997,1269695.2757999992,0.5527140868448852,A
FUR-TA-10001307,Tables,Furniture,14,3739.115,608.043,1273434.3907999992,0.5543417699372168,A
TEC-PH-10003645,Phones,Technology,26,3684.708,575.3316,1277119.0987999993,0.5559457689882702,A
FUR-CH-10003298,Chairs,Furniture,35,3680.538,-491.175,1280799.6367999993,0.5575479527866514,A
TEC-PH-10002415,Phones,Technology,15,3657.38,339.1925,1284457.0167999992,0.5591400556206727,A
FUR-CH-10002647,Chairs,Furniture,64,3641.274,234.234,1288098.2907999991,0.5607251473133184,A
FUR-BO-10004218,Bookcases,Furniture,34,3626.0056,-208.6504,1291724.2963999992,0.5623035924822474,A
TEC-PH-10004447,Phones,Technology,31,3613.74,425.3094,1295338.0363999992,0.5638766982835085,A
FUR-TA-10001771,Tables,Furniture,19,3603.288,311.82300000000004,1298941.324399999,0.5654452541996549,A
TEC-PH-10001557,Phones,Technology,43,3590.026,576.8999,1302531.3503999992,0.5670080370028665,A
FUR-TA-10003392,Tables,Furniture,14,3540.348,354.0348,1306071.6983999992,0.5685491943570988,A
OFF-ST-10003805,Storage,Office Supplies,19,3537.24,536.9025,1309608.9383999992,0.5700889987604186,A
FUR-CH-10000155,Chairs,Furniture,14,3528.79,514.366,1313137.7283999992,0.5716251247740312,A
OFF-AP-10000828,Appliances,Office Supplies,24,3511.012,383.6776,1316648.7403999993,0.5731535118039497,A
FUR-TA-10002645,Tables,Furniture,20,3481.515,-295.815,1320130.2553999992,0.5746690584242592,A
FUR-TA-10002530,Tables,Furniture,30,3457.442,-392.54799999999994,1323587.6973999992,0.576174125769371,A
FUR-BO-10003404,Bookcases,Furniture,8,3447.84,206.87040000000002,1327035.5373999993,0.5776750132449006,A
FUR-BO-10003272,Bookcases,Furniture,21,3420.7704,-755.7516,1330456.3077999994,0.5791641169881202,A
TEC-PH-10003505,Phones,Technology,46,3415.04,384.192,1333871.3477999994,0.5806507262172121,A
TEC-MA-10003673,Machines,Technology,5,3404.5,1668.205,1337275.8477999994,0.5821327472536989,A
FUR-TA-10001705,Tables,Furniture,19,3401.6000000000004,210.47400000000002,1340677.4477999995,0.5836135058842506,A
OFF-ST-10000025,Storage,Office Supplies,37,3397.308,78.25259999999999,1344074.7557999995,0.5850923961540184,A
FUR-TA-10000688,Tables,Furniture,18,3354.89,100.211,1347429.6457999994,0.5865528213427683,A
OFF-LA-10003930,Labels,Office Supplies,36,3322.878,1517.9064,1350752.5237999994,0.5879993113112449,A
FUR-BO-10004015,Bookcases,Furniture,34,3317.7235,135.58870000000002,1354070.2472999995,0.5894435574620003,A
FUR-FU-10001468,Furnishings,Furniture,25,3317.0119999999997,-530.038,1357387.2592999996,0.5908874938879891,A
FUR-TA-10004534,Tables,Furniture,20,3253.2200000000003,-164.72000000000003,1360640.4792999995,0.5923036608659064,A
OFF-BI-10004318,Binders,Office Supplies,23,3234.913,1086.3772,1363875.3922999995,0.5937118585798745,A
OFF-BI-10004584,Binders,Office Supplies,22,3222.996,-461.33079999999995,1367098.3882999995,0.5951148686760744,A
TEC-MA-10001972,Machines,Technology,12,3210.8,111.68,1370309.1882999996,0.5965125697023489,A
OFF-ST-10001097,Storage,Office Supplies,20,3178.13,-167.27,1373487.3182999995,0.5978960490727967,A
TEC-PH-10002310,Phones,Technology,22,3168.606,581.6466,1376655.9242999994,0.5992753825280288,A
TEC-PH-10002103,Phones,Technology,37,3158.064,654.1704,1379813.9882999994,0.6006501269200311,A
FUR-CH-10004218,Chairs,Furniture,35,3150.576,499.851,1382964.5642999993,0.6020216116928464,A
FUR-TA-10003715,Tables,Furniture,18,3140.55,-401.9904,1386105.1142999993,0.6033887320236259,A
OFF-ST-10000585,Storage,Office Supplies,20,3138.8,693.8399999999999,1389243.9142999994,0.6047550905577203,A
TEC-PH-10003691,Phones,Technology,27,3099.354,548.0565,1392343.2682999994,0.606104277759224,A
TEC-PH-10003072,Phones,Technology,25,3059.7960000000003,1147.4235,1395403.0642999995,0.6074362448731491,A
OFF-AP-10003590,Appliances,Office Supplies,9,3051.3,697.44,1398454.3642999995,0.608764513572997,A
TEC-PH-10001336,Phones,Technology,27,3044.164,571.4257,1401498.5282999997,0.6100896758836198,A
TEC-MA-10000010,Machines,Technology,8,3040.0,1459.2,1404538.5282999997,0.611413025553445,A
OFF-AP-10002684,Appliances,Office Supplies,31,3039.5,401.21400000000006,1407578.0282999997,0.6127361575670744,A
OFF-ST-10000991,Storage,Office Supplies,27,3035.208,24.143700000000003,1410613.2362999998,0.61405742121992,A
OFF-ST-10000736,Storage,Office Supplies,39,3028.652,-3.2392000000000003,1413641.8882999998,0.6153758309647277,A
OFF-SU-10000157,Supplies,Office Supplies,26,2982.75,-57.268800000000006,1416624.6382999998,0.6166742590001457,A
FUR-TA-10001086,Tables,Furniture,26,2979.004,54.71640000000002,1419603.6422999997,0.6179710563553457,A
FUR-BO-10001337,Bookcases,Furniture,28,2970.059,-78.637,1422573.7012999996,0.6192639598412045,A
FUR-CH-10004853,Chairs,Furniture,23,2959.208,493.7046,1425532.9092999997,0.6205521397523045,A
OFF-BI-10004519,Binders,Office Supplies,27,2954.444,489.6410000000001,1428487.3532999996,0.6218382458351719,A
FUR-BO-10000780,Bookcases,Furniture,22,2946.3668,-767.7436,1431433.7200999996,0.6231208358127915,A
OFF-AP-10002534,Appliances,Office Supplies,18,2946.2,-872.0751999999999,1434379.9200999995,0.6244033531803043,A
FUR-CH-10000863,Chairs,Furniture,25,2913.9139999999998,-445.391,1437293.8340999996,0.6256718160519487,A
TEC-PH-10002922,Phones,Technology,21,2906.628,422.475,1440200.4620999997,0.6269371072375093,A
FUR-BO-10004357,Bookcases,Furniture,17,2904.161,-170.83299999999997,1443104.6230999997,0.6282013245074005,A
OFF-AP-10002518,Appliances,Office Supplies,21,2883.276,229.59420000000003,1445987.8990999998,0.6294564502779975,A
TEC-AC-10002001,Accessories,Technology,21,2879.82,763.1523,1448867.7190999999,0.6307100716089697,A
TEC-PH-10001760,Phones,Technology,18,2865.6,967.14,1451733.3191,0.6319575027977365,A
FUR-FU-10003664,Furnishings,Furniture,33,2863.8,627.1722000000001,1454597.1191,0.6332041504241989,A
FUR-TA-10003008,Tables,Furniture,20,2847.7799999999997,-328.59,1457444.8991,0.634443824346151,A
OFF-SU-10000646,Supplies,Office Supplies,14,2836.366,-427.8586,1460281.2651,0.6356785296124678,A
TEC-AC-10001908,Accessories,Technology,32,2799.72,719.928,1463080.9851,0.6368972824208897,A
OFF-PA-10000994,Paper,Office Supplies,28,2789.0099999999998,1262.394,1465869.9951,0.6381113730336,A
FUR-TA-10001039,Tables,Furniture,47,2764.257,-226.12740000000002,1468634.2521,0.6393146883586861,A
FUR-FU-10004306,Furnishings,Furniture,17,2759.06,314.76599999999996,1471393.3121,0.6405157413652741,A
TEC-AC-10004666,Accessories,Technology,10,2755.4,1184.8220000000001,1474148.7121,0.6417152011285097,A
TEC-PH-10000441,Phones,Technology,25,2746.582,478.762,1476895.2940999998,0.642910822307078,A
TEC-PH-10002555,Phones,Technology,13,2744.87,253.77100000000002,1479640.1641,0.6441056982308323,A
FUR-BO-10001972,Bookcases,Furniture,37,2740.197,-975.0988,1482380.3610999999,0.6452985399397815,A
OFF-ST-10001128,Storage,Office Supplies,26,2730.108,-68.8076,1485110.4690999999,0.646486989782014,A
OFF-AP-10002118,Appliances,Office Supplies,14,2706.08,578.6848,1487816.5491,0.6476649799381063,A
FUR-CH-10002084,Chairs,Furniture,23,2705.7799999999997,499.3394,1490522.3291,0.6488428395004812,A
FUR-FU-10002937,Furnishings,Furniture,29,2699.056,1260.221,1493221.3851,0.6500177720223362,A
FUR-TA-10002041,Tables,Furniture,20,2671.421,-519.941,1495892.8061000002,0.6511806746862554,A
TEC-AC-10002253,Accessories,Technology,16,2659.84,398.976,1498552.6461000002,0.6523385359973698,A
FUR-CH-10000422,Chairs,Furniture,34,2647.809,49.13459999999999,1501200.4551000001,0.6534911600651033,A
TEC-PH-10004667,Phones,Technology,26,2645.804,83.6938,1503846.2591000001,0.6546429113314921,A
OFF-SU-10003505,Supplies,Office Supplies,24,2641.6079999999997,-7.105427357601002e-15,1506487.8671000001,0.6557928360270866,A
TEC-PH-10000526,Phones,Technology,32,2630.126,418.51640000000003,1509117.9931,0.6569377624658033,A
TEC-AC-10003911,Accessories,Technology,18,2623.8360000000002,723.1548,1511741.8291,0.6580799507895779,A
TEC-AC-10004171,Accessories,Technology,29,2619.738,995.9004,1514361.5670999999,0.6592203552031727,A
OFF-ST-10000060,Storage,Office Supplies,43,2612.196,153.35279999999997,1516973.7630999999,0.6603574764907117,A
TEC-PH-10001128,Phones,Technology,21,2609.826,341.9772,1519583.5890999998,0.661493566087883,A
FUR-CH-10002126,Chairs,Furniture,15,2586.1879999999996,-48.796,1522169.7770999998,0.6626193657707468,A
OFF-ST-10004186,Storage,Office Supplies,23,2552.54,51.050799999999995,1524722.3170999999,0.663730518062265,A
FUR-TA-10002356,Tables,Furniture,15,2542.467,-445.587,1527264.7840999998,0.6648372854520648,A
TEC-MA-10002428,Machines,Technology,17,2541.8360000000002,1092.6795,1529806.6200999997,0.6659437781597456,A
TEC-MA-10003353,Machines,Technology,7,2519.958,-251.9958,1532326.5780999998,0.6670407471029276,A
OFF-ST-10004123,Storage,Office Supplies,30,2511.0480000000002,-218.352,1534837.6260999998,0.6681338374127023,A
OFF-AP-10000891,Appliances,Office Supplies,21,2491.28,563.816,1537328.9060999998,0.669218322467124,A
OFF-AP-10004487,Appliances,Office Supplies,36,2488.392,380.5776,1539817.2980999998,0.6703015503393592,A
FUR-BO-10002916,Bookcases,Furniture,15,2487.759,410.352,1542305.0570999999,0.671384502658851,A
OFF-ST-10001370,Storage,Office Supplies,38,2484.2999999999997,-78.07799999999999,1544789.3571,0.6724659492327807,A
TEC-PH-10001944,Phones,Technology,19,2481.15,540.015,1547270.5070999998,0.6735460245726776,A
TEC-AC-10003198,Accessories,Technology,29,2450.16,630.468,1549720.6670999997,0.6746126095815653,A
FUR-CH-10001146,Chairs,Furniture,51,2442.024,117.48629999999999,1552162.6910999997,0.6756756528888367,A
TEC-MA-10000112,Machines,Technology,10,2396.4,179.73,1554559.0910999996,0.6767188355035633,A
FUR-CH-10004289,Chairs,Furniture,30,2389.902,-1.7763568394002505e-15,1556948.9930999996,0.6777591894583707,A
FUR-CH-10001270,Chairs,Furniture,34,2389.125,336.375,1559338.1180999996,0.6787992051754499,A
